id,name,brand_id,brand_name,instance_model_id,creation_date,last_updated,keywords,url,category,slug,picture_url,specs.id,specs.unicode,specs.standby_monthly_consumption,specs.family_id,specs.family_unicode,specs.family_name,specs.bundle_id,specs.bundle_unicode,specs.bundle_name,specs.energy_efficiency_id,specs.energy_efficiency_unicode,specs.energy_efficiency_name,specs.energy_efficiency_value,specs.video_ports_id,specs.video_ports_unicode,specs.video_ports_quantity,specs.video_ports_port_id,specs.video_ports_port_unicode,specs.video_ports_port_port_id,specs.video_ports_port_port_unicode,specs.video_ports_port_port_name,specs.speakers_id,specs.speakers_unicode,specs.speakers_value,specs.panel_type_id,specs.panel_type_unicode,specs.panel_type_name,specs.resolution_id,specs.resolution_unicode,specs.resolution_v_value,specs.resolution_h_value,specs.resolution_total_pixels,specs.resolution_aspect_ratio_id,specs.resolution_aspect_ratio_unicode,specs.resolution_aspect_ratio_h_value,specs.resolution_aspect_ratio_v_value,specs.resolution_commercial_name,specs.name,specs.is_smart_tv,specs.size_id,specs.size_unicode,specs.size_family_id,specs.size_family_unicode,specs.size_family_value,specs.size_family_lg_cac_segment_id,specs.size_family_lg_cac_segment_unicode,specs.size_family_lg_cac_segment_name,specs.size_family_lg_cl_segment_id,specs.size_family_lg_cl_segment_unicode,specs.size_family_lg_cl_segment_name,specs.size_family_lg_cl_segment_ordering,specs.size_value,specs.display_id,specs.display_unicode,specs.display_dtype_id,specs.display_dtype_unicode,specs.display_dtype_name,specs.display_backlight,specs.line_id,specs.line_unicode,specs.line_brand_id,specs.line_brand_unicode,specs.line_brand_brand_id,specs.line_brand_brand_unicode,specs.line_brand_brand_name,specs.line_brand_is_reputable,specs.is_3d,specs.digital_tuner_id,specs.digital_tuner_unicode,specs.digital_tuner_ordering,specs.digital_tuner_name,specs.usb_ports,specs.picture,specs.refresh_rate_id,specs.refresh_rate_unicode,specs.refresh_rate_value,specs.average_monthly_consumption,specs.standby_power,specs.active_power,specs.brand_unicode,specs.pretty_usb_ports,specs.pretty_video_ports,specs.model_name,specs.family_bundle_key,specs.lg_cac_segment,specs.line_name,catIPC
115597,LG 32LM637BPDB,848,LG,1422984,2021-07-16T22:22:36.456153+00:00,2021-07-16T22:22:58.678398+00:00,"LG 32LM637BPDB 0.0 0.0 Desconocido 10 Desconocido 0.0 LG LM637BPDB LG LM637BPDB Sin bundle Sin bundle 0.0 2 False LG LG LG LG True   LED LCD LCD LED 32.0"" 32.0 32"" 32 - 43"" 32 - 43"" 32"" a 44"" 2 32"" a 44"" 32 HD (1366x768) 1366 HD 1049088 768 16:9 9 16 TN TN 2x 10 W 10 1x Componente Componente Componente Componente 1 1x Composite Composite Composite Composite 1 3x HDMI HDMI HDMI HDMI 3 60 Hz 60 Desconocido Desconocido 9 True 32LM637BPDB",https://publicapi.solotodo.com/products/115597/,https://publicapi.solotodo.com/categories/11/,lg-32lm637bpdb,https://media.solotodo.com/media/products/1400334_picture_1622518756.jpg,1422984,LG 32LM637BPDB,0.0,1422994,LG LM637BPDB,LG LM637BPDB,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,"[282074, 282082, 282132]","['1x Componente', '1x Composite', '3x HDMI']","[1, 1, 3]","[281634, 281638, 281644]","['Componente', 'Composite', 'HDMI']","[280749, 280752, 280769]","['Componente', 'Composite', 'HDMI']","['Componente', 'Composite', 'HDMI']",280677,2x 10 W,10,280603,TN,TN,281529,HD (1366x768),768,1366,1049088,280527,16:9,16,9,HD,32LM637BPDB,True,281344,"32.0""",280366,"32""",32,1185192,"32 - 43""","32 - 43""",1186860,"32"" a 44""","32"" a 44""",2,32.0,281170,LED,280232,LCD,LCD,LED,281878,LG,281011,LG,279735,LG,LG,True,False,635632,Desconocido,9,Desconocido,2,products/1400334_picture_1622518756.jpg,279202,60 Hz,60,0.0,0.0,0.0,LG,2,1x Componente | 1x Composite | 3x HDMI,32LM637BPDB,2554719610033.0,LED, ,televisores
89340,Caixun CS50S1USM,1515,Caixun,1255289,2020-10-23T09:58:55.562781+00:00,2020-10-23T09:59:42.223207+00:00,"Caixun CS50S1USM 2x 8 W 8 0.3 CS50S1USM True ISDB-T (Norma chilena) 2 ISDB-T (Norma chilena) 60 Hz 60 4.5 A++ A++ 2 0.0 2 Caixun CS S1USM Caixun CS S1USM False Caixun None Caixun Caixun Caixun False LED LCD LCD LED 50.0"" 50"" 50 49 - 55"" 49 - 55"" 45"" a 54"" 45"" a 54"" 3 50.0 4k Ultra HD (3840x2160) 3840 16:9 9 16 8294400 4k Ultra HD 2160 TN TN 3x HDMI 3 HDMI HDMI HDMI 37.7 Sin bundle Sin bundle",https://publicapi.solotodo.com/products/89340/,https://publicapi.solotodo.com/categories/11/,caixun-cs50s1usm,https://media.solotodo.com/media/products/1255289_picture_1603447180.webp,1255289,Caixun CS50S1USM,0.0,1223951,Caixun CS S1USM,Caixun CS S1USM,837412.0,Sin bundle,Sin bundle,609796,A++,A++,2,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280669,2x 8 W,8,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,CS50S1USM,True,281403,"50.0""",280426,"50""",50,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,50.0,281170,LED,280232,LCD,LCD,LED,1141765,Caixun,1141763,Caixun,1141761,Caixun,Caixun,False,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1255289_picture_1603447180.webp,279202,60 Hz,60,4.5,0.3,37.7,Caixun,2,3x HDMI,None CS50S1USM,2124610576978.0,UHD,,televisores
92459,Hyundai FS43HY20,435,Hyundai,1283254,2020-12-09T17:54:24.243884+00:00,2020-12-09T17:55:31.918122+00:00,"Hyundai FS43HY20 3x HDMI HDMI HDMI HDMI 3 FS43HY20 True No posee No posee 8 60 Hz 60 Hyundai FS HY20 Hyundai FS HY20 0.0 Sin bundle Sin bundle 0.0 0.0 Desconocido 10 Desconocido 2 0.0 False Hyundai   Hyundai Hyundai Hyundai True LED LED LCD LCD 43.0"" 43"" 32"" a 44"" 32"" a 44"" 2 43 44 - 48"" 44 - 48"" 43.0 Full HD (1920x1080) Full HD 16:9 16 9 2073600 1080 1920 TN TN 2x 5 W 5",https://publicapi.solotodo.com/products/92459/,https://publicapi.solotodo.com/categories/11/,hyundai-fs43hy20,https://media.solotodo.com/media/products/1283254_picture_1607536530.jpg,1283254,Hyundai FS43HY20,0.0,1283264,Hyundai FS HY20,Hyundai FS HY20,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280660,2x 5 W,5,280603,TN,TN,281535,Full HD (1920x1080),1080,1920,2073600,280527,16:9,16,9,Full HD,FS43HY20,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,281852,Hyundai,280981,Hyundai,279687,Hyundai,Hyundai,True,False,279112,No posee,8,No posee,2,products/1283254_picture_1607536530.jpg,279202,60 Hz,60,0.0,0.0,0.0,Hyundai,2,3x HDMI,FS43HY20,2248635246238.0,Full HD, ,televisores
95745,Kioto KEUH50N1,171,Kioto,1306678,2021-01-21T15:58:40.646627+00:00,2021-01-21T16:00:19.250759+00:00,"Kioto KEUH50N1 False TN TN 12.3 3x HDMI HDMI HDMI HDMI 3 2x 8 W 8 60 Hz 60 0.3 2 4k Ultra HD (3840x2160) 16:9 9 16 4k Ultra HD 3840 2160 8294400 50.0"" 50"" 50 49 - 55"" 49 - 55"" 45"" a 54"" 3 45"" a 54"" 50.0 Desconocido Desconocido Kioto   Kioto Kioto Kioto True 102.5 B B 5 LED LED LCD LCD Sin bundle Sin bundle 0.0 KEUH50N1 True Desconocido 9 Desconocido",https://publicapi.solotodo.com/products/95745/,https://publicapi.solotodo.com/categories/11/,kioto-keuh50n1,https://media.solotodo.com/media/products/1306678_picture_1611244817.jpg,1306678,Kioto KEUH50N1,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609805,B,B,5,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280669,2x 8 W,8,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,KEUH50N1,True,281403,"50.0""",280426,"50""",50,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,50.0,281170,LED,280232,LCD,LCD,LED,281860,Kioto,281001,Kioto,279710,Kioto,Kioto,True,False,635632,Desconocido,9,Desconocido,2,products/1306678_picture_1611244817.jpg,279202,60 Hz,60,12.3,0.3,102.5,Kioto,2,3x HDMI,KEUH50N1,1392299872528.0,UHD, ,televisores
108261,Master-G MGUB4909X,2,Master-G,1382059,2021-04-30T11:39:43.844919+00:00,2021-04-30T11:40:46.335464+00:00,"Master-G MGUB4909X 89.9 10.8 A 4 A 0.0 Desconocido Desconocido Sin bundle Sin bundle 0.3 2 False Master-G Master-G Master-G Master-G True       LED LCD LCD LED 49.0"" 49.0 49"" 49 - 55"" 49 - 55"" 45"" a 54"" 3 45"" a 54"" 49 4k Ultra HD (3840x2160) 3840 4k Ultra HD 8294400 2160 16:9 9 16 TN TN 2x 8 W 8 3x HDMI HDMI HDMI HDMI 3 60 Hz 60 ISDB-T (Norma chilena) ISDB-T (Norma chilena) 2 True MGUB4909X",https://publicapi.solotodo.com/products/108261/,https://publicapi.solotodo.com/categories/11/,master-g-mgub4909x,https://media.solotodo.com/media/products/1146078_picture_1588739975.jpg,1382059,Master-G MGUB4909X,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609802,A,A,4,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280669,2x 8 W,8,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,MGUB4909X,True,281396,"49.0""",280419,"49""",49,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,49.0,281170,LED,280232,LCD,LCD,LED,281887,Master-G,281017,Master-G,279777,Master-G,Master-G,True,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1146078_picture_1588739975.jpg,279202,60 Hz,60,10.8,0.3,89.9,Master-G,2,3x HDMI,MGUB4909X,1392299872528.0,UHD,     ,televisores
113484,Onn F50D62UN,1083,Onn,1408551,2021-06-16T00:57:47.584195+00:00,2021-07-29T15:14:06.239460+00:00,"Onn F50D62UN 90.7 10.9 A 4 A 0.0 Desconocido Desconocido Sin bundle Sin bundle 0.5 2 False Onn Onn Onn Onn False None LED LCD LCD LED 50.0"" 50.0 50"" 49 - 55"" 49 - 55"" 45"" a 54"" 3 45"" a 54"" 50 4k Ultra HD (3840x2160) 3840 4k Ultra HD 8294400 2160 16:9 9 16 TN TN 2x 10 W 10 3x HDMI HDMI HDMI HDMI 3 60 Hz 60 Desconocido Desconocido 9 True F50D62UN",https://publicapi.solotodo.com/products/113484/,https://publicapi.solotodo.com/categories/11/,onn-f50d62un,https://media.solotodo.com/media/products/1408551_picture_1627571644.jpg,1408551,Onn F50D62UN,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609802,A,A,4,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280677,2x 10 W,10,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,F50D62UN,True,281403,"50.0""",280426,"50""",50,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,50.0,281170,LED,280232,LCD,LCD,LED,492460,Onn,492458,Onn,492456,Onn,Onn,False,False,635632,Desconocido,9,Desconocido,2,products/1408551_picture_1627571644.jpg,279202,60 Hz,60,10.9,0.5,90.7,Onn,2,3x HDMI,None F50D62UN,1392299872528.0,UHD,,televisores
120889,Master-G MGA4200,2,Master-G,1463069,2021-09-23T14:07:14.187123+00:00,2021-09-23T14:07:59.642182+00:00,"Master-G MGA4200 0.0 Desconocido Desconocido Sin bundle Sin bundle A++ A++ 2 3x HDMI 3 HDMI HDMI HDMI 1x VGA 1 VGA VGA VGA 2x 8 W 8 TN TN Full HD (1920x1080) 1080 1920 2073600 16:9 16 9 Full HD MGA4200 True 42.0"" 42"" 42 32 - 43"" 32 - 43"" 32"" a 44"" 32"" a 44"" 2 42.0 LED LCD LCD LED Master-G       Master-G Master-G Master-G True False ISDB-T (Norma chilena) 2 ISDB-T (Norma chilena) 2 60 Hz 60 4.2 0.4 35.1",https://publicapi.solotodo.com/products/120889/,https://publicapi.solotodo.com/categories/11/,master-g-mga4200,https://media.solotodo.com/media/products/1463069_picture_1632406078.jfif,1463069,Master-G MGA4200,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609796,A++,A++,2,"[282132, 282166]","['3x HDMI', '1x VGA']","[3, 1]","[281644, 281649]","['HDMI', 'VGA']","[280769, 280812]","['HDMI', 'VGA']","['HDMI', 'VGA']",280669,2x 8 W,8,280603,TN,TN,281535,Full HD (1920x1080),1080,1920,2073600,280527,16:9,16,9,Full HD,MGA4200,True,281361,"42.0""",280397,"42""",42,1185192,"32 - 43""","32 - 43""",1186860,"32"" a 44""","32"" a 44""",2,42.0,281170,LED,280232,LCD,LCD,LED,281887,Master-G,281017,Master-G,279777,Master-G,Master-G,True,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1463069_picture_1632406078.jfif,279202,60 Hz,60,4.2,0.4,35.1,Master-G,2,3x HDMI | 1x VGA,MGA4200,1392299872528.0,Full HD,     ,televisores
112135,LG 43LM6370PSB,848,LG,1400346,2021-06-01T03:40:10.983007+00:00,2021-10-05T15:29:38.894022+00:00,"LG 43LM6370PSB 0.0 LG LM6370PSB LG LM6370PSB Sin bundle Sin bundle Desconocido Desconocido 10 1x Componente 1 Componente Componente Componente 1x Composite 1 Composite Composite Composite 3x HDMI 3 HDMI HDMI HDMI 2x 10 W 10 TN TN Full HD (1920x1080) 1080 1920 2073600 16:9 16 9 Full HD 43LM6370PSB True 43.0"" 43"" 43 44 - 48"" 44 - 48"" 32"" a 44"" 32"" a 44"" 2 43.0 LED LCD LCD LED LG   LG LG LG True False ISDB-T (Norma chilena) 2 ISDB-T (Norma chilena) 2 60 Hz 60 0.0 0.0 0.0",https://publicapi.solotodo.com/products/112135/,https://publicapi.solotodo.com/categories/11/,lg-43lm6370psb,https://media.solotodo.com/media/products/1400346_picture_1633447775.jfif,1400346,LG 43LM6370PSB,0.0,1400356,LG LM6370PSB,LG LM6370PSB,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,"[282074, 282082, 282132]","['1x Componente', '1x Composite', '3x HDMI']","[1, 1, 3]","[281634, 281638, 281644]","['Componente', 'Composite', 'HDMI']","[280749, 280752, 280769]","['Componente', 'Composite', 'HDMI']","['Componente', 'Composite', 'HDMI']",280677,2x 10 W,10,280603,TN,TN,281535,Full HD (1920x1080),1080,1920,2073600,280527,16:9,16,9,Full HD,43LM6370PSB,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,281878,LG,281011,LG,279735,LG,LG,True,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1400346_picture_1633447775.jfif,279202,60 Hz,60,0.0,0.0,0.0,LG,2,1x Componente | 1x Composite | 3x HDMI,43LM6370PSB,2503804767208.0,Full HD, ,televisores
85956,BGH B5019UK6IC,581,BGH,1226037,2020-09-03T03:21:19.735020+00:00,2020-10-17T12:43:29.401690+00:00,"BGH B5019UK6IC True 2 False 50.0"" 50"" 49 - 55"" 49 - 55"" 45"" a 54"" 45"" a 54"" 3 50 50.0 LED LED LCD LCD 2x HDMI HDMI HDMI HDMI 2 ISDB-T (Norma chilena) ISDB-T (Norma chilena) 2 60 Hz 60 TN TN Desconocido 10 Desconocido 0.0 2x 10 W 10 0.0 Desconocido Desconocido 4k Ultra HD (3840x2160) 16:9 9 16 4k Ultra HD 8294400 2160 3840 0.0 Sin bundle Sin bundle 0.0 B5019UK6IC BGH None BGH BGH BGH False",https://publicapi.solotodo.com/products/85956/,https://publicapi.solotodo.com/categories/11/,bgh-b5019uk6ic,https://media.solotodo.com/media/products/1226037_picture_1599104332.jpg,1226037,BGH B5019UK6IC,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,[282125],['2x HDMI'],[2],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280677,2x 10 W,10,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,B5019UK6IC,True,281403,"50.0""",280426,"50""",50,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,50.0,281170,LED,280232,LCD,LCD,LED,492372,BGH,492370,BGH,492368,BGH,BGH,False,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1226037_picture_1599104332.jpg,279202,60 Hz,60,0.0,0.0,0.0,BGH,2,2x HDMI,None B5019UK6IC,1392299872528.0,UHD,,televisores
88188,Sansui SMX50N1UNF,597,Sansui,1250667,2020-10-17T22:31:15.537401+00:00,2020-10-17T22:37:39.847075+00:00,"Sansui SMX50N1UNF True 2 False 50.0"" 50"" 49 - 55"" 49 - 55"" 45"" a 54"" 45"" a 54"" 3 50 50.0 LED LED LCD LCD 1x Componente Componente Componente Componente 1 3x HDMI HDMI HDMI HDMI 3 Desconocido Desconocido 9 60 Hz 60 TN TN Desconocido 10 Desconocido 0.0 2x 10 W 10 0.0 Sansui SMX N1UNF Sansui SMX N1UNF 4k Ultra HD (3840x2160) 16:9 9 16 4k Ultra HD 8294400 2160 3840 0.0 Sin bundle Sin bundle 0.0 SMX50N1UNF Sansui   Sansui Sansui Sansui False",https://publicapi.solotodo.com/products/88188/,https://publicapi.solotodo.com/categories/11/,sansui-smx50n1unf,https://media.solotodo.com/media/products/1250667_picture_1602974258.webp,1250667,Sansui SMX50N1UNF,0.0,1250677,Sansui SMX N1UNF,Sansui SMX N1UNF,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,"[282074, 282132]","['1x Componente', '3x HDMI']","[1, 3]","[281634, 281644]","['Componente', 'HDMI']","[280749, 280769]","['Componente', 'HDMI']","['Componente', 'HDMI']",280677,2x 10 W,10,280603,TN,TN,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,SMX50N1UNF,True,281403,"50.0""",280426,"50""",50,1185196,"49 - 55""","49 - 55""",1186863,"45"" a 54""","45"" a 54""",3,50.0,281170,LED,280232,LCD,LCD,LED,281988,Sansui,281105,Sansui,280026,Sansui,Sansui,False,False,635632,Desconocido,9,Desconocido,2,products/1250667_picture_1602974258.webp,279202,60 Hz,60,0.0,0.0,0.0,Sansui,2,1x Componente | 3x HDMI,SMX50N1UNF,2180059717417.0,UHD, ,televisores
103313,TCL 43P615,436,TCL,1353943,2021-03-26T13:28:28.089807+00:00,2021-03-26T13:31:27.380335+00:00,"TCL 43P615 0.0 0.0 Desconocido 10 Desconocido 0.0 TCL P615 TCL P615 Sin bundle Sin bundle 0.0 1 False TCL TCL TCL TCL False None LED LCD LCD LED 43.0"" 43.0 43"" 44 - 48"" 44 - 48"" 32"" a 44"" 2 32"" a 44"" 43 4k Ultra HD (3840x2160) 3840 4k Ultra HD 8294400 2160 16:9 9 16 VA VA 2x 8 W 8 2x HDMI HDMI HDMI HDMI 2 60 Hz 60 DVB-T2 DVB-T2 4 True 43P615",https://publicapi.solotodo.com/products/103313/,https://publicapi.solotodo.com/categories/11/,tcl-43p615,https://media.solotodo.com/media/products/1353943_picture_1616765421.webp,1353943,TCL 43P615,0.0,1233237,TCL P615,TCL P615,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,[282125],['2x HDMI'],[2],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280669,2x 8 W,8,280610,VA,VA,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,43P615,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,545912,TCL,545910,TCL,545908,TCL,TCL,False,False,279087,DVB-T2,4,DVB-T2,1,products/1353943_picture_1616765421.webp,279202,60 Hz,60,0.0,0.0,0.0,TCL,1,2x HDMI,None 43P615,2143795513337.0,UHD,,televisores
109822,LG 43UP7500PSF,848,LG,1389917,2021-05-12T19:36:04.294003+00:00,2021-05-12T19:36:24.308551+00:00,"LG 43UP7500PSF 0.0 0.0 Desconocido 10 Desconocido 0.0 LG UP7500PSF LG UP7500PSF Sin bundle Sin bundle 0.0 1 False LG LG LG LG True   LED LCD LCD LED 43.0"" 43.0 43"" 44 - 48"" 44 - 48"" 32"" a 44"" 2 32"" a 44"" 43 4k Ultra HD (3840x2160) 3840 4k Ultra HD 8294400 2160 16:9 9 16 IPS IPS 2x 10 W 10 2x HDMI HDMI HDMI HDMI 2 60 Hz 60 DVB-T2 DVB-T2 4 True 43UP7500PSF",https://publicapi.solotodo.com/products/109822/,https://publicapi.solotodo.com/categories/11/,lg-43up7500psf,https://media.solotodo.com/media/products/1388241_picture_1620664098.webp,1389917,LG 43UP7500PSF,0.0,1388251,LG UP7500PSF,LG UP7500PSF,837412.0,Sin bundle,Sin bundle,609814,Desconocido,Desconocido,10,[282125],['2x HDMI'],[2],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280677,2x 10 W,10,280586,IPS,IPS,281518,4k Ultra HD (3840x2160),2160,3840,8294400,280527,16:9,16,9,4k Ultra HD,43UP7500PSF,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,281878,LG,281011,LG,279735,LG,LG,True,False,279087,DVB-T2,4,DVB-T2,1,products/1388241_picture_1620664098.webp,279202,60 Hz,60,0.0,0.0,0.0,LG,1,2x HDMI,43UP7500PSF,2476789845028.0,UHD, ,televisores
127598,Master-G MGV43,2,Master-G,1511145,2021-12-17T10:54:19.507965+00:00,2021-12-17T10:55:33.522394+00:00,"Master-G MGV43 Sin bundle Sin bundle A 4 A MGV43 7.8 True ISDB-T (Norma chilena) ISDB-T (Norma chilena) 2 60 Hz 60 0.0 2 False Master-G       Master-G Master-G Master-G True LED LCD LCD LED 43.0"" 43.0 43"" 32"" a 44"" 2 32"" a 44"" 43 44 - 48"" 44 - 48"" Full HD (1920x1080) 16:9 16 9 1920 1080 2073600 Full HD TN TN 2x 8 W 8 3x HDMI HDMI HDMI HDMI 3 Desconocido Desconocido 0.3 64.8",https://publicapi.solotodo.com/products/127598/,https://publicapi.solotodo.com/categories/11/,master-g-mgv43,https://media.solotodo.com/media/products/1511145_picture_1639738531.jpg,1511145,Master-G MGV43,0.0,831299,Desconocido,Desconocido,837412.0,Sin bundle,Sin bundle,609802,A,A,4,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280669,2x 8 W,8,280603,TN,TN,281535,Full HD (1920x1080),1080,1920,2073600,280527,16:9,16,9,Full HD,MGV43,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,281887,Master-G,281017,Master-G,279777,Master-G,Master-G,True,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1511145_picture_1639738531.jpg,279202,60 Hz,60,7.8,0.3,64.8,Master-G,2,3x HDMI,MGV43,1392299872528.0,Full HD,     ,televisores
129907,Daewoo DW-43S214FHD,7212,Daewoo,1528601,2022-01-18T14:34:43.876100+00:00,2022-01-18T14:40:36.984669+00:00,"Daewoo DW-43S214FHD Desconocido 9 Desconocido Daewoo S214 Daewoo S214 60.9 7.3 A A 4 0.0 2 2x HDMI HDMI HDMI HDMI 2 False Daewoo None Daewoo True Daewoo Daewoo LED LED LCD LCD 43.0"" 43"" 43 44 - 48"" 44 - 48"" 32"" a 44"" 32"" a 44"" 2 43.0 Full HD (1920x1080) 2073600 1080 1920 Full HD 16:9 9 16 60 Hz 60 True DW-43S214FHD TN TN 2x 6 W 6 0.3",https://publicapi.solotodo.com/products/129907/,https://publicapi.solotodo.com/categories/11/,daewoo-dw-43s214fhd,https://media.solotodo.com/media/products/1528601_picture_1642516596.jpg,1528601,Daewoo DW-43S214FHD,0.0,1528636,Daewoo S214,Daewoo S214,,,,609802,A,A,4,[282125],['2x HDMI'],[2],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280663,2x 6 W,6,280603,TN,TN,281535,Full HD (1920x1080),1080,1920,2073600,280527,16:9,16,9,Full HD,DW-43S214FHD,True,281366,"43.0""",280400,"43""",43,1185194,"44 - 48""","44 - 48""",1186860,"32"" a 44""","32"" a 44""",2,43.0,281170,LED,280232,LCD,LCD,LED,1528615,Daewoo,1528613,Daewoo,1528611,Daewoo,Daewoo,True,False,635632,Desconocido,9,Desconocido,2,products/1528601_picture_1642516596.jpg,279202,60 Hz,60,7.3,0.3,60.9,Daewoo,2,2x HDMI,None DW-43S214FHD,,Full HD,,televisores
129100,LG 32LM572CBUA,848,LG,1523425,2022-01-08T11:23:42.175627+00:00,2022-01-08T11:25:46.652447+00:00,"LG 32LM572CBUA LG LM572CBUA LG LM572CBUA 0.0 0.0 0.0 60 Hz 60 ISDB-T (Norma chilena) ISDB-T (Norma chilena) 2 True 32LM572CBUA Desconocido 10 Desconocido 3x HDMI 3 HDMI HDMI HDMI 2x 5 W 5 TN TN HD (1366x768) 768 16:9 9 16 HD 1049088 1366 32.0"" 32"" 32 - 43"" 32 - 43"" 32 32"" a 44"" 2 32"" a 44"" 32.0 LED LCD LCD LED LG   LG LG LG True False 2 0.0",https://publicapi.solotodo.com/products/129100/,https://publicapi.solotodo.com/categories/11/,lg-32lm572cbua,https://media.solotodo.com/media/products/1523425_picture_1641641144.jpg,1523425,LG 32LM572CBUA,0.0,1523435,LG LM572CBUA,LG LM572CBUA,,,,609814,Desconocido,Desconocido,10,[282132],['3x HDMI'],[3],[281644],['HDMI'],[280769],['HDMI'],['HDMI'],280660,2x 5 W,5,280603,TN,TN,281529,HD (1366x768),768,1366,1049088,280527,16:9,16,9,HD,32LM572CBUA,True,281344,"32.0""",280366,"32""",32,1185192,"32 - 43""","32 - 43""",1186860,"32"" a 44""","32"" a 44""",2,32.0,281170,LED,280232,LCD,LCD,LED,281878,LG,281011,LG,279735,LG,LG,True,False,279056,ISDB-T (Norma chilena),2,ISDB-T (Norma chilena),2,products/1523425_picture_1641641144.jpg,279202,60 Hz,60,0.0,0.0,0.0,LG,2,3x HDMI,32LM572CBUA,,LED, ,televisores
